year,ethnicity,legislation_type,geography,stops,population,rate
2006/07,All,All,All - excluding BTP,1037735,56075912,18.51
2007/08,All,All,All - excluding BTP,1214693,56075912,21.66
2008/09,All,All,All - excluding BTP,1495379,56075912,26.67
2009/10,All,All,All - excluding BTP,1345334,56075912,23.99
2009/10,All,Section 1,All - excluding BTP,1169012,56075912,20.85
2009/10,All,Section 44/47a,All - excluding BTP,85310,56075912,1.83
2009/10,All,Section 60,All - excluding BTP,119639,56075912,2.13
2010/11,All,All,All - excluding BTP,1272799,56075912,22.7
2010/11,All,Section 1,All - excluding BTP,1220248,56075912,21.759999999999998
2010/11,All,Section 44/47a,All - excluding BTP,8929,56075912,0.17
2010/11,All,Section 60,All - excluding BTP,62344,56075912,1.11
2011/12,All,All,All - excluding BTP,1171052,56075912,20.88
2011/12,All,Section 1,All - excluding BTP,1136117,56075912,20.259999999999998
2011/12,All,Section 44/47a,All - excluding BTP,0,56075912,NA
2011/12,All,Section 60,All - excluding BTP,46882,56075912,0.8400000000000001
2012/13,All,All,All - excluding BTP,999457,56075912,17.82
2012/13,All,Section 1,All - excluding BTP,1004757,56075912,17.919999999999998
2012/13,All,Section 44/47a,All - excluding BTP,0,56075912,NA
2012/13,All,Section 60,All - excluding BTP,5340,56075912,0.1
2013/14,All,All,All - excluding BTP,883808,56075912,15.76
2013/14,All,Section 1,All - excluding BTP,893267,56075912,15.93
2013/14,All,Section 44/47a,All - excluding BTP,0,56075912,NA
2013/14,All,Section 60,All - excluding BTP,3896,56075912,0.07
2014/15,All,All,All - excluding BTP,528847,56075912,9.43
2014/15,All,Section 1,All - excluding BTP,534614,56075912,9.53
2014/15,All,Section 44/47a,All - excluding BTP,0,56075912,NA
2014/15,All,Section 60,All - excluding BTP,1055,56075912,0.02
2015/16,All,All,All - excluding BTP,374651,56075912,6.68
2015/16,All,Section 1,All - excluding BTP,380940,56075912,6.79
2015/16,All,Section 44/47a,All - excluding BTP,0,56075912,NA
2015/16,All,Section 60,All - excluding BTP,965,56075912,0.02
2016/17,All,All,All - excluding BTP,296555,56075912,5.29
2016/17,All,Section 1,All - excluding BTP,298600,56075912,5.319999999999999
2016/17,All,Section 44/47a,All - excluding BTP,0,56075912,NA
2016/17,All,Section 60,All - excluding BTP,628,56075912,0.01
2017/18,All,All,All - excluding BTP,274594,56075912,4.9
2017/18,All,Section 1,All - excluding BTP,274754,56075912,4.9
2017/18,All,Section 44/47a,All - excluding BTP,4,56075912,0
2017/18,All,Section 60,All - excluding BTP,2496,56075912,0.04
2018/19,All,All,All - excluding BTP,370801,56075912,6.609999999999999
2018/19,All,Section 1,All - excluding BTP,357020,56075912,6.37
2018/19,All,Section 44/47a,All - excluding BTP,0,56075912,0
2018/19,All,Section 60,All - excluding BTP,12258,56075912,NA
2019/20,All,All,All - excluding BTP,557085,56075912,9.93
2019/20,All,Section 1,All - excluding BTP and Greater Manchester,537442,56075912,9.58
2019/20,All,Section 44/47a,All - excluding BTP and Greater Manchester,0,56075912,0
2019/20,All,Section 60,All - excluding BTP and Greater Manchester,17040,56075912,NA
2006/07,All,All,All - excluding BTP and Greater Manchester,991644,53393384,18.57
2007/08,All,All,All - excluding BTP and Greater Manchester,1163999,53393384,21.8
2008/09,All,All,All - excluding BTP and Greater Manchester,1442348,53393384,27.01
2009/10,All,All,All - excluding BTP and Greater Manchester,1302807,53393384,24.4
2010/11,All,All,All - excluding BTP and Greater Manchester,1222264,53393384,22.89
2011/12,All,All,All - excluding BTP and Greater Manchester,1118621,53393384,20.95
2012/13,All,All,All - excluding BTP and Greater Manchester,965680,53393384,18.09
2013/14,All,All,All - excluding BTP and Greater Manchester,856133,53393384,16.03
2014/15,All,All,All - excluding BTP and Greater Manchester,514909,53393384,9.639999999999999
2015/16,All,All,All - excluding BTP and Greater Manchester,369683,53393384,6.92
2016/17,All,All,All - excluding BTP and Greater Manchester,293822,53393384,5.5
2017/18,All,All,All - excluding BTP and Greater Manchester,272091,53393384,5.1
2018/19,All,All,All - excluding BTP and Greater Manchester,366186,53393384,6.859999999999999
2019/20,All,All,All - excluding BTP and Greater Manchester,554482,53393384,10.38
2009/10,All,All,All - including BTP,1391079,56075912,24.810000000000002
2010/11,All,All,All - including BTP,1292314,56075912,23.05
2011/12,All,All,All - including BTP,1182999,56075912,21.1
2012/13,All,All,All - including BTP,1010097,56075912,18.01
2013/14,All,All,All - including BTP,897163,56075912,16
2014/15,All,All,All - including BTP,535669,56075912,9.55
2015/16,All,All,All - including BTP,378367,56075912,6.75
2016/17,All,All,All - including BTP,299228,56075912,5.34
2017/18,All,All,All - including BTP,277508,56075912,4.95
2018/19,All,All,All - including BTP,377111,56075912,6.73
2019/20,All,All,All - including BTP,566440,56075912,10.1
2006/07,All,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2007/08,All,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2008/09,All,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2009/10,All,All,All - including BTP and excluding Greater Manchester,1348552,53393384,25.259999999999998
2010/11,All,All,All - including BTP and excluding Greater Manchester,1241779,53393384,23.259999999999998
2011/12,All,All,All - including BTP and excluding Greater Manchester,1130568,53393384,21.17
2012/13,All,All,All - including BTP and excluding Greater Manchester,976320,53393384,18.29
2013/14,All,All,All - including BTP and excluding Greater Manchester,869488,53393384,16.279999999999998
2014/15,All,All,All - including BTP and excluding Greater Manchester,521731,53393384,9.77
2015/16,All,All,All - including BTP and excluding Greater Manchester,373399,53393384,6.99
2016/17,All,All,All - including BTP and excluding Greater Manchester,296495,53393384,5.55
2017/18,All,All,All - including BTP and excluding Greater Manchester,275005,53393384,5.1499999999999995
2018/19,All,All,All - including BTP and excluding Greater Manchester,372496,53393384,6.98
2019/20,All,All,All - including BTP and excluding Greater Manchester,563837,53393384,10.56
2006/07,All,All,Avon & Somerset,15018,1599555,9.39
2007/08,All,All,Avon & Somerset,11806,1599555,7.38
2008/09,All,All,Avon & Somerset,18306,1599555,11.44
2009/10,All,All,Avon & Somerset,16624,1599555,10.39
2010/11,All,All,Avon & Somerset,19304,1599555,12.07
2011/12,All,All,Avon & Somerset,24329,1599555,15.209999999999999
2012/13,All,All,Avon & Somerset,32672,1599555,20.43
2013/14,All,All,Avon & Somerset,24672,1599555,15.42
2014/15,All,All,Avon & Somerset,10399,1599555,6.5
2015/16,All,All,Avon & Somerset,5598,1599555,3.5
2016/17,All,All,Avon & Somerset,6305,1599555,3.94
2017/18,All,All,Avon & Somerset,5676,1599555,3.55
2018/19,All,All,Avon & Somerset,6026,1599555,3.77
2019/20,All,All,Avon & Somerset,8327,1599555,5.21
2006/07,All,All,Bedfordshire,4768,615061,7.75
2007/08,All,All,Bedfordshire,5025,615061,8.17
2008/09,All,All,Bedfordshire,8465,615061,13.76
2009/10,All,All,Bedfordshire,7295,615061,11.860000000000001
2010/11,All,All,Bedfordshire,9523,615061,15.48
2011/12,All,All,Bedfordshire,7621,615061,12.39
2012/13,All,All,Bedfordshire,8382,615061,13.629999999999999
2013/14,All,All,Bedfordshire,6453,615061,10.49
2014/15,All,All,Bedfordshire,2972,615061,4.83
2015/16,All,All,Bedfordshire,2208,615061,3.59
2016/17,All,All,Bedfordshire,1583,615061,2.57
2017/18,All,All,Bedfordshire,1395,615061,2.27
2018/19,All,All,Bedfordshire,2217,615061,3.6
2019/20,All,All,Bedfordshire,3345,615061,5.44
2009/10,All,All,British Transport Police,45745,NA,NA
2010/11,All,All,British Transport Police,19515,NA,NA
2011/12,All,All,British Transport Police,11947,NA,NA
2012/13,All,All,British Transport Police,10640,NA,NA
2013/14,All,All,British Transport Police,13355,NA,NA
2014/15,All,All,British Transport Police,6822,NA,NA
2015/16,All,All,British Transport Police,3716,NA,NA
2016/17,All,All,British Transport Police,2673,NA,NA
2017/18,All,All,British Transport Police,2914,NA,NA
2018/19,All,All,British Transport Police,6310,NA,NA
2019/20,All,All,British Transport Police,9355,NA,NA
2006/07,All,All,Cambridgeshire,8773,804841,10.9
2007/08,All,All,Cambridgeshire,10053,804841,12.49
2008/09,All,All,Cambridgeshire,5437,804841,6.76
2009/10,All,All,Cambridgeshire,6293,804841,7.819999999999999
2010/11,All,All,Cambridgeshire,13574,804841,16.87
2011/12,All,All,Cambridgeshire,17420,804841,21.64
2012/13,All,All,Cambridgeshire,16878,804841,20.97
2013/14,All,All,Cambridgeshire,12948,804841,16.09
2014/15,All,All,Cambridgeshire,6024,804841,7.48
2015/16,All,All,Cambridgeshire,3098,804841,3.8499999999999996
2016/17,All,All,Cambridgeshire,1256,804841,1.56
2017/18,All,All,Cambridgeshire,940,804841,1.1700000000000002
2018/19,All,All,Cambridgeshire,1668,804841,2.07
2019/20,All,All,Cambridgeshire,2425,804841,3.01
2006/07,All,All,Cheshire,6472,1027709,6.3
2007/08,All,All,Cheshire,5623,1027709,5.470000000000001
2008/09,All,All,Cheshire,5046,1027709,4.91
2009/10,All,All,Cheshire,5279,1027709,5.14
2010/11,All,All,Cheshire,6068,1027709,5.9
2011/12,All,All,Cheshire,7914,1027709,7.7
2012/13,All,All,Cheshire,5016,1027709,4.88
2013/14,All,All,Cheshire,6668,1027709,6.49
2014/15,All,All,Cheshire,9368,1027709,9.12
2015/16,All,All,Cheshire,5865,1027709,5.71
2016/17,All,All,Cheshire,2665,1027709,2.59
2017/18,All,All,Cheshire,2202,1027709,2.14
2018/19,All,All,Cheshire,2320,1027709,2.2600000000000002
2019/20,All,All,Cheshire,4018,1027709,3.9099999999999997
2006/07,All,All,Cleveland,12137,557227,21.779999999999998
2007/08,All,All,Cleveland,15822,557227,28.39
2008/09,All,All,Cleveland,17576,557227,31.54
2009/10,All,All,Cleveland,24489,557227,43.949999999999996
2010/11,All,All,Cleveland,30327,557227,54.42
2011/12,All,All,Cleveland,30621,557227,54.949999999999996
2012/13,All,All,Cleveland,31384,557227,56.32
2013/14,All,All,Cleveland,24704,557227,44.33
2014/15,All,All,Cleveland,9318,557227,16.72
2015/16,All,All,Cleveland,2746,557227,4.930000000000001
2016/17,All,All,Cleveland,992,557227,1.78
2017/18,All,All,Cleveland,839,557227,1.51
2018/19,All,All,Cleveland,833,557227,1.49
2019/20,All,All,Cleveland,1895,557227,3.4
2006/07,All,All,Cumbria,8221,499858,16.45
2007/08,All,All,Cumbria,8972,499858,17.95
2008/09,All,All,Cumbria,8813,499858,17.630000000000003
2009/10,All,All,Cumbria,10603,499858,21.21
2010/11,All,All,Cumbria,10508,499858,21.02
2011/12,All,All,Cumbria,14102,499858,28.21
2012/13,All,All,Cumbria,12863,499858,25.73
2013/14,All,All,Cumbria,10462,499858,20.93
2014/15,All,All,Cumbria,6154,499858,12.31
2015/16,All,All,Cumbria,3600,499858,7.2
2016/17,All,All,Cumbria,1845,499858,3.69
2017/18,All,All,Cumbria,1392,499858,2.7800000000000002
2018/19,All,All,Cumbria,1618,499858,3.24
2019/20,All,All,Cumbria,1942,499858,3.8899999999999997
2006/07,All,All,Derbyshire,8535,1018438,8.38
2007/08,All,All,Derbyshire,8293,1018438,8.139999999999999
2008/09,All,All,Derbyshire,7822,1018438,7.68
2009/10,All,All,Derbyshire,8523,1018438,8.370000000000001
2010/11,All,All,Derbyshire,11508,1018438,11.3
2011/12,All,All,Derbyshire,15142,1018438,14.870000000000001
2012/13,All,All,Derbyshire,12688,1018438,12.46
2013/14,All,All,Derbyshire,6332,1018438,6.22
2014/15,All,All,Derbyshire,5476,1018438,5.38
2015/16,All,All,Derbyshire,3635,1018438,3.57
2016/17,All,All,Derbyshire,1884,1018438,1.85
2017/18,All,All,Derbyshire,1184,1018438,1.1600000000000001
2018/19,All,All,Derbyshire,1639,1018438,1.61
2019/20,All,All,Derbyshire,1698,1018438,1.6700000000000002
2006/07,All,All,Devon & Cornwall,26176,1668218,15.69
2007/08,All,All,Devon & Cornwall,22032,1668218,13.209999999999999
2008/09,All,All,Devon & Cornwall,22963,1668218,13.76
2009/10,All,All,Devon & Cornwall,24042,1668218,14.41
2010/11,All,All,Devon & Cornwall,20360,1668218,12.2
2011/12,All,All,Devon & Cornwall,17797,1668218,10.67
2012/13,All,All,Devon & Cornwall,13883,1668218,8.32
2013/14,All,All,Devon & Cornwall,13737,1668218,8.229999999999999
2014/15,All,All,Devon & Cornwall,8506,1668218,5.1
2015/16,All,All,Devon & Cornwall,6153,1668218,3.69
2016/17,All,All,Devon & Cornwall,5092,1668218,3.05
2017/18,All,All,Devon & Cornwall,4906,1668218,2.94
2018/19,All,All,Devon & Cornwall,4660,1668218,2.79
2019/20,All,All,Devon & Cornwall,5603,1668218,3.36
2006/07,All,All,Dorset,6653,744041,8.94
2007/08,All,All,Dorset,7910,744041,10.629999999999999
2008/09,All,All,Dorset,6489,744041,8.719999999999999
2009/10,All,All,Dorset,6571,744041,8.83
2010/11,All,All,Dorset,6800,744041,9.139999999999999
2011/12,All,All,Dorset,6985,744041,9.39
2012/13,All,All,Dorset,7582,744041,10.19
2013/14,All,All,Dorset,8503,744041,11.43
2014/15,All,All,Dorset,7186,744041,9.66
2015/16,All,All,Dorset,4979,744041,6.6899999999999995
2016/17,All,All,Dorset,3271,744041,4.4
2017/18,All,All,Dorset,2411,744041,3.24
2018/19,All,All,Dorset,2368,744041,3.18
2019/20,All,All,Dorset,2116,744041,2.84
2006/07,All,All,Durham,8320,618806,13.450000000000001
2007/08,All,All,Durham,7957,618806,12.860000000000001
2008/09,All,All,Durham,5294,618806,8.56
2009/10,All,All,Durham,5911,618806,9.55
2010/11,All,All,Durham,4957,618806,8.01
2011/12,All,All,Durham,5304,618806,8.57
2012/13,All,All,Durham,8560,618806,13.83
2013/14,All,All,Durham,12084,618806,19.53
2014/15,All,All,Durham,8206,618806,13.26
2015/16,All,All,Durham,4449,618806,7.1899999999999995
2016/17,All,All,Durham,1732,618806,2.8
2017/18,All,All,Durham,1467,618806,2.3699999999999997
2018/19,All,All,Durham,1745,618806,2.82
2019/20,All,All,Durham,2000,618806,3.23
2006/07,All,All,Dyfed-Powys,8430,515114,16.37
2007/08,All,All,Dyfed-Powys,7106,515114,13.8
2008/09,All,All,Dyfed-Powys,10403,515114,20.2
2009/10,All,All,Dyfed-Powys,12298,515114,23.87
2010/11,All,All,Dyfed-Powys,14574,515114,28.29
2011/12,All,All,Dyfed-Powys,13306,515114,25.830000000000002
2012/13,All,All,Dyfed-Powys,13580,515114,26.36
2013/14,All,All,Dyfed-Powys,9260,515114,17.979999999999997
2014/15,All,All,Dyfed-Powys,5201,515114,10.1
2015/16,All,All,Dyfed-Powys,3810,515114,7.4
2016/17,All,All,Dyfed-Powys,2426,515114,4.71
2017/18,All,All,Dyfed-Powys,2149,515114,4.17
2018/19,All,All,Dyfed-Powys,2790,515114,5.42
2019/20,All,All,Dyfed-Powys,3119,515114,6.05
2006/07,All,All,Essex,9764,1724950,5.659999999999999
2007/08,All,All,Essex,13802,1724950,8
2008/09,All,All,Essex,12806,1724950,7.42
2009/10,All,All,Essex,9692,1724950,5.619999999999999
2010/11,All,All,Essex,6016,1724950,3.4899999999999998
2011/12,All,All,Essex,3749,1724950,2.17
2012/13,All,All,Essex,4494,1724950,2.61
2013/14,All,All,Essex,9043,1724950,5.24
2014/15,All,All,Essex,5318,1724950,3.08
2015/16,All,All,Essex,2418,1724950,1.4
2016/17,All,All,Essex,3321,1724950,1.93
2017/18,All,All,Essex,3242,1724950,1.8800000000000001
2018/19,All,All,Essex,8423,1724950,4.88
2019/20,All,All,Essex,20028,1724950,11.61
2006/07,All,All,Gloucestershire,4890,596984,8.19
2007/08,All,All,Gloucestershire,5582,596984,9.350000000000001
2008/09,All,All,Gloucestershire,6277,596984,10.51
2009/10,All,All,Gloucestershire,5510,596984,9.229999999999999
2010/11,All,All,Gloucestershire,4482,596984,7.51
2011/12,All,All,Gloucestershire,5093,596984,8.53
2012/13,All,All,Gloucestershire,4741,596984,7.94
2013/14,All,All,Gloucestershire,4539,596984,7.6
2014/15,All,All,Gloucestershire,2707,596984,4.53
2015/16,All,All,Gloucestershire,2044,596984,3.42
2016/17,All,All,Gloucestershire,1766,596984,2.96
2017/18,All,All,Gloucestershire,1718,596984,2.88
2018/19,All,All,Gloucestershire,1827,596984,3.06
2019/20,All,All,Gloucestershire,2213,596984,3.71
2006/07,All,All,Greater Manchester,46091,2682528,17.18
2007/08,All,All,Greater Manchester,50694,2682528,18.9
2008/09,All,All,Greater Manchester,53031,2682528,19.77
2009/10,All,All,Greater Manchester,42527,2682528,15.850000000000001
2010/11,All,All,Greater Manchester,50535,2682528,18.84
2011/12,All,All,Greater Manchester,52431,2682528,19.55
2012/13,All,All,Greater Manchester,33777,2682528,12.59
2013/14,All,All,Greater Manchester,27675,2682528,10.32
2014/15,All,All,Greater Manchester,13938,2682528,5.2
2015/16,All,All,Greater Manchester,4968,2682528,1.85
2016/17,All,All,Greater Manchester,2733,2682528,1.02
2017/18,All,All,Greater Manchester,2503,2682528,0.93
2018/19,All,All,Greater Manchester,4615,2682528,1.72
2019/20,All,All,Greater Manchester,2603,2682528,0.97
2006/07,All,All,Gwent,5714,576754,9.91
2007/08,All,All,Gwent,7362,576754,12.76
2008/09,All,All,Gwent,6943,576754,12.04
2009/10,All,All,Gwent,9122,576754,15.82
2010/11,All,All,Gwent,8088,576754,14.02
2011/12,All,All,Gwent,7303,576754,12.66
2012/13,All,All,Gwent,9067,576754,15.719999999999999
2013/14,All,All,Gwent,4127,576754,7.159999999999999
2014/15,All,All,Gwent,2172,576754,3.77
2015/16,All,All,Gwent,1143,576754,1.98
2016/17,All,All,Gwent,1376,576754,2.3899999999999997
2017/18,All,All,Gwent,910,576754,1.58
2018/19,All,All,Gwent,2123,576754,3.68
2019/20,All,All,Gwent,3141,576754,5.45
2006/07,All,All,Hampshire,23691,1897991,12.48
2007/08,All,All,Hampshire,25098,1897991,13.219999999999999
2008/09,All,All,Hampshire,26484,1897991,13.950000000000001
2009/10,All,All,Hampshire,21920,1897991,11.55
2010/11,All,All,Hampshire,27116,1897991,14.29
2011/12,All,All,Hampshire,32667,1897991,17.21
2012/13,All,All,Hampshire,32124,1897991,16.93
2013/14,All,All,Hampshire,29700,1897991,15.65
2014/15,All,All,Hampshire,18570,1897991,9.78
2015/16,All,All,Hampshire,11108,1897991,5.85
2016/17,All,All,Hampshire,8619,1897991,4.54
2017/18,All,All,Hampshire,8028,1897991,4.23
2018/19,All,All,Hampshire,8113,1897991,4.2700000000000005
2019/20,All,All,Hampshire,9208,1897991,4.85
2006/07,All,All,Hertfordshire,10715,1116062,9.6
2007/08,All,All,Hertfordshire,11962,1116062,10.719999999999999
2008/09,All,All,Hertfordshire,19164,1116062,17.17
2009/10,All,All,Hertfordshire,13142,1116062,11.78
2010/11,All,All,Hertfordshire,10769,1116062,9.65
2011/12,All,All,Hertfordshire,9857,1116062,8.83
2012/13,All,All,Hertfordshire,15842,1116062,14.19
2013/14,All,All,Hertfordshire,25068,1116062,22.459999999999997
2014/15,All,All,Hertfordshire,11377,1116062,10.19
2015/16,All,All,Hertfordshire,8028,1116062,7.1899999999999995
2016/17,All,All,Hertfordshire,7271,1116062,6.51
2017/18,All,All,Hertfordshire,6545,1116062,5.859999999999999
2018/19,All,All,Hertfordshire,6830,1116062,6.119999999999999
2019/20,All,All,Hertfordshire,7641,1116062,6.85
2006/07,All,All,Humberside,10027,917647,10.93
2007/08,All,All,Humberside,11819,917647,12.88
2008/09,All,All,Humberside,11322,917647,12.34
2009/10,All,All,Humberside,9624,917647,10.49
2010/11,All,All,Humberside,9084,917647,9.9
2011/12,All,All,Humberside,10547,917647,11.49
2012/13,All,All,Humberside,10507,917647,11.450000000000001
2013/14,All,All,Humberside,6647,917647,7.24
2014/15,All,All,Humberside,4411,917647,4.81
2015/16,All,All,Humberside,1142,917647,1.24
2016/17,All,All,Humberside,1031,917647,1.12
2017/18,All,All,Humberside,1171,917647,1.28
2018/19,All,All,Humberside,1475,917647,1.61
2019/20,All,All,Humberside,3048,917647,3.32
2006/07,All,All,Kent,14186,1727665,8.209999999999999
2007/08,All,All,Kent,15784,1727665,9.139999999999999
2008/09,All,All,Kent,17710,1727665,10.25
2009/10,All,All,Kent,14981,1727665,8.67
2010/11,All,All,Kent,11850,1727665,6.859999999999999
2011/12,All,All,Kent,8248,1727665,4.7700000000000005
2012/13,All,All,Kent,8052,1727665,4.659999999999999
2013/14,All,All,Kent,9018,1727665,5.22
2014/15,All,All,Kent,9373,1727665,5.430000000000001
2015/16,All,All,Kent,7966,1727665,4.609999999999999
2016/17,All,All,Kent,7565,1727665,4.38
2017/18,All,All,Kent,6033,1727665,3.4899999999999998
2018/19,All,All,Kent,6201,1727665,3.59
2019/20,All,All,Kent,10190,1727665,5.9
2006/07,All,All,Lancashire,17957,1460893,12.29
2007/08,All,All,Lancashire,22996,1460893,15.739999999999998
2008/09,All,All,Lancashire,23044,1460893,15.77
2009/10,All,All,Lancashire,26687,1460893,18.27
2010/11,All,All,Lancashire,26693,1460893,18.27
2011/12,All,All,Lancashire,21261,1460893,14.55
2012/13,All,All,Lancashire,18608,1460893,12.739999999999998
2013/14,All,All,Lancashire,16024,1460893,10.97
2014/15,All,All,Lancashire,8015,1460893,5.49
2015/16,All,All,Lancashire,5596,1460893,3.8299999999999996
2016/17,All,All,Lancashire,3276,1460893,2.24
2017/18,All,All,Lancashire,3053,1460893,2.09
2018/19,All,All,Lancashire,4334,1460893,2.9699999999999998
2019/20,All,All,Lancashire,8476,1460893,5.8
2006/07,All,All,Leicestershire,20368,1017697,20.01
2007/08,All,All,Leicestershire,21851,1017697,21.47
2008/09,All,All,Leicestershire,20273,1017697,19.919999999999998
2009/10,All,All,Leicestershire,24384,1017697,23.959999999999997
2010/11,All,All,Leicestershire,23146,1017697,22.74
2011/12,All,All,Leicestershire,10652,1017697,10.47
2012/13,All,All,Leicestershire,6142,1017697,6.04
2013/14,All,All,Leicestershire,4623,1017697,4.54
2014/15,All,All,Leicestershire,3379,1017697,3.32
2015/16,All,All,Leicestershire,1836,1017697,1.8
2016/17,All,All,Leicestershire,1492,1017697,1.47
2017/18,All,All,Leicestershire,1675,1017697,1.6500000000000001
2018/19,All,All,Leicestershire,3172,1017697,3.12
2019/20,All,All,Leicestershire,4284,1017697,4.21
2006/07,All,All,Lincolnshire,8696,713653,12.19
2007/08,All,All,Lincolnshire,11945,713653,16.74
2008/09,All,All,Lincolnshire,13427,713653,18.810000000000002
2009/10,All,All,Lincolnshire,10562,713653,14.8
2010/11,All,All,Lincolnshire,9704,713653,13.6
2011/12,All,All,Lincolnshire,6477,713653,9.08
2012/13,All,All,Lincolnshire,7122,713653,9.98
2013/14,All,All,Lincolnshire,9030,713653,12.65
2014/15,All,All,Lincolnshire,5919,713653,8.29
2015/16,All,All,Lincolnshire,3991,713653,5.59
2016/17,All,All,Lincolnshire,2597,713653,3.64
2017/18,All,All,Lincolnshire,2108,713653,2.9499999999999997
2018/19,All,All,Lincolnshire,2704,713653,3.79
2019/20,All,All,Lincolnshire,2952,713653,4.14
2006/07,All,All,"London, City of",7882,NA,NA
2007/08,All,All,"London, City of",8418,NA,NA
2008/09,All,All,"London, City of",8030,NA,NA
2009/10,All,All,"London, City of",6086,NA,NA
2010/11,All,All,"London, City of",4609,NA,NA
2011/12,All,All,"London, City of",3811,NA,NA
2012/13,All,All,"London, City of",3133,NA,NA
2013/14,All,All,"London, City of",2640,NA,NA
2014/15,All,All,"London, City of",1875,NA,NA
2015/16,All,All,"London, City of",1574,NA,NA
2016/17,All,All,"London, City of",1311,NA,NA
2017/18,All,All,"London, City of",1223,NA,NA
2018/19,All,All,"London, City of",1511,NA,NA
2019/20,All,All,"London, City of",2942,NA,NA
2006/07,All,All,Merseyside,48427,1381189,35.06
2007/08,All,All,Merseyside,65408,1381189,47.36
2008/09,All,All,Merseyside,69656,1381189,50.43
2009/10,All,All,Merseyside,60182,1381189,43.57
2010/11,All,All,Merseyside,44391,1381189,32.14
2011/12,All,All,Merseyside,26019,1381189,18.84
2012/13,All,All,Merseyside,29534,1381189,21.38
2013/14,All,All,Merseyside,36360,1381189,26.330000000000002
2014/15,All,All,Merseyside,25007,1381189,18.110000000000003
2015/16,All,All,Merseyside,9932,1381189,7.1899999999999995
2016/17,All,All,Merseyside,7937,1381189,5.75
2017/18,All,All,Merseyside,10138,1381189,7.34
2018/19,All,All,Merseyside,20092,1381189,14.55
2019/20,All,All,Merseyside,34019,1381189,24.630000000000003
2006/07,All,All,Metropolitan Police,365068,8166566,44.7
2007/08,All,All,Metropolitan Police,513234,8166566,62.849999999999994
2008/09,All,All,Metropolitan Police,781097,8166566,95.64999999999999
2009/10,All,All,Metropolitan Police,661989,8166566,81.06
2010/11,All,All,Metropolitan Police,588551,8166566,72.07
2011/12,All,All,Metropolitan Police,507680,8166566,62.17
2012/13,All,All,Metropolitan Police,359805,8166566,44.06
2013/14,All,All,Metropolitan Police,288642,8166566,35.339999999999996
2014/15,All,All,Metropolitan Police,170133,8166566,20.830000000000002
2015/16,All,All,Metropolitan Police,154064,8166566,18.87
2016/17,All,All,Metropolitan Police,136050,8166566,16.66
2017/18,All,All,Metropolitan Police,133161,8166566,16.310000000000002
2018/19,All,All,Metropolitan Police,179476,8166566,21.979999999999997
2019/20,All,All,Metropolitan Police,275571,8166566,33.74
2006/07,All,All,Norfolk,8509,857888,9.92
2007/08,All,All,Norfolk,8721,857888,10.17
2008/09,All,All,Norfolk,11717,857888,13.66
2009/10,All,All,Norfolk,13350,857888,15.56
2010/11,All,All,Norfolk,15643,857888,18.23
2011/12,All,All,Norfolk,16326,857888,19.03
2012/13,All,All,Norfolk,14528,857888,16.93
2013/14,All,All,Norfolk,13275,857888,15.47
2014/15,All,All,Norfolk,9428,857888,10.99
2015/16,All,All,Norfolk,5404,857888,6.3
2016/17,All,All,Norfolk,3824,857888,4.46
2017/18,All,All,Norfolk,2197,857888,2.56
2018/19,All,All,Norfolk,3043,857888,3.55
2019/20,All,All,Norfolk,4835,857888,5.64
2006/07,All,All,North Wales,14625,687937,21.259999999999998
2007/08,All,All,North Wales,12039,687937,17.5
2008/09,All,All,North Wales,8298,687937,12.06
2009/10,All,All,North Wales,6276,687937,9.12
2010/11,All,All,North Wales,6262,687937,9.1
2011/12,All,All,North Wales,3704,687937,5.38
2012/13,All,All,North Wales,4804,687937,6.98
2013/14,All,All,North Wales,5227,687937,7.6
2014/15,All,All,North Wales,2511,687937,3.65
2015/16,All,All,North Wales,1610,687937,2.34
2016/17,All,All,North Wales,1704,687937,2.48
2017/18,All,All,North Wales,1584,687937,2.3
2018/19,All,All,North Wales,1830,687937,2.66
2019/20,All,All,North Wales,4960,687937,7.21
2006/07,All,All,North Yorkshire,10710,796427,13.450000000000001
2007/08,All,All,North Yorkshire,9942,796427,12.48
2008/09,All,All,North Yorkshire,9588,796427,12.04
2009/10,All,All,North Yorkshire,6583,796427,8.27
2010/11,All,All,North Yorkshire,6141,796427,7.71
2011/12,All,All,North Yorkshire,7919,796427,9.94
2012/13,All,All,North Yorkshire,7388,796427,9.28
2013/14,All,All,North Yorkshire,7921,796427,9.950000000000001
2014/15,All,All,North Yorkshire,6617,796427,8.31
2015/16,All,All,North Yorkshire,4426,796427,5.56
2016/17,All,All,North Yorkshire,2638,796427,3.3099999999999996
2017/18,All,All,North Yorkshire,1788,796427,2.25
2018/19,All,All,North Yorkshire,1976,796427,2.48
2019/20,All,All,North Yorkshire,2456,796427,3.08
2006/07,All,All,Northamptonshire,13607,691952,19.66
2007/08,All,All,Northamptonshire,14212,691952,20.54
2008/09,All,All,Northamptonshire,11675,691952,16.87
2009/10,All,All,Northamptonshire,11839,691952,17.110000000000003
